# source_repository=hyperledger-identus/sdk-rust
# source_revision=6217384f85ff72003a7b94482bf7879f4587be02
# generated_at=2026-09-15
error_type,variant,code_constant,constant_visibility,code,kind,capability,local_display,public_message,identus_display,source
CredentialOfferError,InvalidCredentialNonceContentType,INVALID_CREDENTIAL_NONCE_CONTENT_TYPE,public,oid4vci.invalid_credential_nonce_content_type,InvalidInput,oid4vci,OID4VCI Credential Nonce Content-Type is invalid,OID4VCI Credential Nonce Content-Type is invalid,oid4vci.invalid_credential_nonce_content_type: OID4VCI Credential Nonce Content-Type is invalid,none
CredentialOfferError,CredentialNonceCacheControlTooLarge,CREDENTIAL_NONCE_CACHE_CONTROL_TOO_LARGE,public,oid4vci.credential_nonce_cache_control_too_large,InvalidInput,oid4vci,OID4VCI Credential Nonce Cache-Control is too large,OID4VCI Credential Nonce Cache-Control is too large,oid4vci.credential_nonce_cache_control_too_large: OID4VCI Credential Nonce Cache-Control is too large,none
CredentialOfferError,InvalidCredentialNonceCacheControl,INVALID_CREDENTIAL_NONCE_CACHE_CONTROL,public,oid4vci.invalid_credential_nonce_cache_control,InvalidInput,oid4vci,OID4VCI Credential Nonce Cache-Control is invalid,OID4VCI Credential Nonce Cache-Control is invalid,oid4vci.invalid_credential_nonce_cache_control: OID4VCI Credential Nonce Cache-Control is invalid,none
CredentialOfferError,InvalidJwtCredentialRequestLimits,INVALID_JWT_CREDENTIAL_REQUEST_LIMITS,public,oid4vci.invalid_jwt_credential_request_limits,InvalidInput,oid4vci,OID4VCI JWT Credential Request limits are invalid,OID4VCI JWT Credential Request limits are invalid,oid4vci.invalid_jwt_credential_request_limits: OID4VCI JWT Credential Request limits are invalid,none
CredentialOfferError,CredentialRequestConfigurationMissing,CREDENTIAL_REQUEST_CONFIGURATION_MISSING,public,oid4vci.credential_request_configuration_missing,InvalidInput,oid4vci,OID4VCI Credential Request configuration is not offered,OID4VCI Credential Request configuration is not offered,oid4vci.credential_request_configuration_missing: OID4VCI Credential Request configuration is not offered,none
CredentialOfferError,CredentialRequestAuthorizationDetailMissing,CREDENTIAL_REQUEST_AUTHORIZATION_DETAIL_MISSING,public,oid4vci.credential_request_authorization_detail_missing,InvalidInput,oid4vci,OID4VCI Credential Request Authorization Detail is missing,OID4VCI Credential Request Authorization Detail is missing,oid4vci.credential_request_authorization_detail_missing: OID4VCI Credential Request Authorization Detail is missing,none
CredentialOfferError,CredentialRequestIdentifierMissing,CREDENTIAL_REQUEST_IDENTIFIER_MISSING,public,oid4vci.credential_request_identifier_missing,InvalidInput,oid4vci,OID4VCI Credential Request identifier is missing,OID4VCI Credential Request identifier is missing,oid4vci.credential_request_identifier_missing: OID4VCI Credential Request identifier is missing,none
CredentialOfferError,CredentialRequestAuthorizationConfigurationMismatch,CREDENTIAL_REQUEST_AUTHORIZATION_CONFIGURATION_MISMATCH,public,oid4vci.credential_request_authorization_configuration_mismatch,InvalidInput,oid4vci,OID4VCI Credential Request authorization configuration is not offered,OID4VCI Credential Request authorization configuration is not offered,oid4vci.credential_request_authorization_configuration_mismatch: OID4VCI Credential Request authorization configuration is not offered,none
CredentialOfferError,CredentialRequestAuthorizationDetailsUnsupported,CREDENTIAL_REQUEST_AUTHORIZATION_DETAILS_UNSUPPORTED,public,oid4vci.credential_request_authorization_details_unsupported,Unsupported,oid4vci,OID4VCI Credential Request Authorization Details are unsupported,OID4VCI Credential Request Authorization Details are unsupported,oid4vci.credential_request_authorization_details_unsupported: OID4VCI Credential Request Authorization Details are unsupported,none
CredentialOfferError,CredentialRequestTokenTypeUnsupported,CREDENTIAL_REQUEST_TOKEN_TYPE_UNSUPPORTED,public,oid4vci.credential_request_token_type_unsupported,Unsupported,oid4vci,OID4VCI Credential Request token type is unsupported,OID4VCI Credential Request token type is unsupported,oid4vci.credential_request_token_type_unsupported: OID4VCI Credential Request token type is unsupported,none
CredentialOfferError,InvalidCredentialRequestBearerToken,INVALID_CREDENTIAL_REQUEST_BEARER_TOKEN,public,oid4vci.invalid_credential_request_bearer_token,InvalidInput,oid4vci,OID4VCI Credential Request Bearer token is invalid,OID4VCI Credential Request Bearer token is invalid,oid4vci.invalid_credential_request_bearer_token: OID4VCI Credential Request Bearer token is invalid,none
CredentialOfferError,CredentialRequestProofsRequired,CREDENTIAL_REQUEST_PROOFS_REQUIRED,public,oid4vci.credential_request_proofs_required,InvalidInput,oid4vci,OID4VCI Credential Request requires JWT proofs,OID4VCI Credential Request requires JWT proofs,oid4vci.credential_request_proofs_required: OID4VCI Credential Request requires JWT proofs,none
CredentialOfferError,TooManyCredentialRequestProofs,TOO_MANY_CREDENTIAL_REQUEST_PROOFS,public,oid4vci.too_many_credential_request_proofs,InvalidInput,oid4vci,OID4VCI Credential Request has too many JWT proofs,OID4VCI Credential Request has too many JWT proofs,oid4vci.too_many_credential_request_proofs: OID4VCI Credential Request has too many JWT proofs,none
CredentialOfferError,CredentialRequestProofTooLarge,CREDENTIAL_REQUEST_PROOF_TOO_LARGE,public,oid4vci.credential_request_proof_too_large,InvalidInput,oid4vci,OID4VCI Credential Request JWT proof is too large,OID4VCI Credential Request JWT proof is too large,oid4vci.credential_request_proof_too_large: OID4VCI Credential Request JWT proof is too large,none
CredentialOfferError,CredentialRequestAuthorizationTooLarge,CREDENTIAL_REQUEST_AUTHORIZATION_TOO_LARGE,public,oid4vci.credential_request_authorization_too_large,InvalidInput,oid4vci,OID4VCI Credential Request Authorization value is too large,OID4VCI Credential Request Authorization value is too large,oid4vci.credential_request_authorization_too_large: OID4VCI Credential Request Authorization value is too large,none
CredentialOfferError,CredentialRequestBodyTooLarge,CREDENTIAL_REQUEST_BODY_TOO_LARGE,public,oid4vci.credential_request_body_too_large,InvalidInput,oid4vci,OID4VCI Credential Request body is too large,OID4VCI Credential Request body is too large,oid4vci.credential_request_body_too_large: OID4VCI Credential Request body is too large,none
CredentialOfferError,InvalidDeferredCredentialRequestLimits,INVALID_DEFERRED_CREDENTIAL_REQUEST_LIMITS,public,oid4vci.invalid_deferred_credential_request_limits,InvalidInput,oid4vci,OID4VCI Deferred Credential Request limits are invalid,OID4VCI Deferred Credential Request limits are invalid,oid4vci.invalid_deferred_credential_request_limits: OID4VCI Deferred Credential Request limits are invalid,none
CredentialOfferError,DeferredCredentialEndpointRequired,DEFERRED_CREDENTIAL_ENDPOINT_REQUIRED,public,oid4vci.deferred_credential_endpoint_required,InvalidInput,oid4vci,OID4VCI Deferred Credential Endpoint is required,OID4VCI Deferred Credential Endpoint is required,oid4vci.deferred_credential_endpoint_required: OID4VCI Deferred Credential Endpoint is required,none
CredentialOfferError,DeferredCredentialRequestTooLarge,DEFERRED_CREDENTIAL_REQUEST_TOO_LARGE,public,oid4vci.deferred_credential_request_too_large,InvalidInput,oid4vci,OID4VCI Deferred Credential Request is too large,OID4VCI Deferred Credential Request is too large,oid4vci.deferred_credential_request_too_large: OID4VCI Deferred Credential Request is too large,none
CredentialOfferError,InvalidDeferredCredentialResponseLimits,INVALID_DEFERRED_CREDENTIAL_RESPONSE_LIMITS,public,oid4vci.invalid_deferred_credential_response_limits,InvalidInput,oid4vci,OID4VCI deferred Credential Response limits are invalid,OID4VCI deferred Credential Response limits are invalid,oid4vci.invalid_deferred_credential_response_limits: OID4VCI deferred Credential Response limits are invalid,none
CredentialOfferError,DeferredCredentialResponseTooLarge,DEFERRED_CREDENTIAL_RESPONSE_TOO_LARGE,public,oid4vci.deferred_credential_response_too_large,InvalidInput,oid4vci,OID4VCI deferred Credential Response is too large,OID4VCI deferred Credential Response is too large,oid4vci.deferred_credential_response_too_large: OID4VCI deferred Credential Response is too large,none
CredentialOfferError,InvalidDeferredCredentialResponse,INVALID_DEFERRED_CREDENTIAL_RESPONSE,public,oid4vci.invalid_deferred_credential_response,InvalidInput,oid4vci,OID4VCI deferred Credential Response core is invalid,OID4VCI deferred Credential Response core is invalid,oid4vci.invalid_deferred_credential_response: OID4VCI deferred Credential Response core is invalid,none
CredentialOfferError,TooManyDeferredCredentialResponseMembers,TOO_MANY_DEFERRED_CREDENTIAL_RESPONSE_MEMBERS,public,oid4vci.too_many_deferred_credential_response_members,InvalidInput,oid4vci,OID4VCI deferred Credential Response has too many members,OID4VCI deferred Credential Response has too many members,oid4vci.too_many_deferred_credential_response_members: OID4VCI deferred Credential Response has too many members,none
CredentialOfferError,InvalidDeferredTransactionId,INVALID_DEFERRED_TRANSACTION_ID,public,oid4vci.invalid_deferred_transaction_id,InvalidInput,oid4vci,OID4VCI deferred transaction identifier is invalid,OID4VCI deferred transaction identifier is invalid,oid4vci.invalid_deferred_transaction_id: OID4VCI deferred transaction identifier is invalid,none
CredentialOfferError,DeferredTransactionIdTooLarge,DEFERRED_TRANSACTION_ID_TOO_LARGE,public,oid4vci.deferred_transaction_id_too_large,InvalidInput,oid4vci,OID4VCI deferred transaction identifier is too large,OID4VCI deferred transaction identifier is too large,oid4vci.deferred_transaction_id_too_large: OID4VCI deferred transaction identifier is too large,none
CredentialOfferError,InvalidDeferredCredentialInterval,INVALID_DEFERRED_CREDENTIAL_INTERVAL,public,oid4vci.invalid_deferred_credential_interval,InvalidInput,oid4vci,OID4VCI deferred Credential interval is invalid,OID4VCI deferred Credential interval is invalid,oid4vci.invalid_deferred_credential_interval: OID4VCI deferred Credential interval is invalid,none
CredentialOfferError,DeferredCredentialIntervalTooLarge,DEFERRED_CREDENTIAL_INTERVAL_TOO_LARGE,public,oid4vci.deferred_credential_interval_too_large,InvalidInput,oid4vci,OID4VCI deferred Credential interval is too large,OID4VCI deferred Credential interval is too large,oid4vci.deferred_credential_interval_too_large: OID4VCI deferred Credential interval is too large,none
CredentialOfferError,DeferredCredentialResponseBranchConflict,DEFERRED_CREDENTIAL_RESPONSE_BRANCH_CONFLICT,public,oid4vci.deferred_credential_response_branch_conflict,InvalidInput,oid4vci,OID4VCI deferred Credential Response branch is ambiguous,OID4VCI deferred Credential Response branch is ambiguous,oid4vci.deferred_credential_response_branch_conflict: OID4VCI deferred Credential Response branch is ambiguous,none
CredentialOfferError,InvalidImmediateCredentialResponseLimits,INVALID_IMMEDIATE_CREDENTIAL_RESPONSE_LIMITS,public,oid4vci.invalid_immediate_credential_response_limits,InvalidInput,oid4vci,OID4VCI immediate Credential Response limits are invalid,OID4VCI immediate Credential Response limits are invalid,oid4vci.invalid_immediate_credential_response_limits: OID4VCI immediate Credential Response limits are invalid,none
CredentialOfferError,ImmediateCredentialResponseTooLarge,IMMEDIATE_CREDENTIAL_RESPONSE_TOO_LARGE,public,oid4vci.immediate_credential_response_too_large,InvalidInput,oid4vci,OID4VCI immediate Credential Response is too large,OID4VCI immediate Credential Response is too large,oid4vci.immediate_credential_response_too_large: OID4VCI immediate Credential Response is too large,none
CredentialOfferError,InvalidImmediateCredentialResponse,INVALID_IMMEDIATE_CREDENTIAL_RESPONSE,public,oid4vci.invalid_immediate_credential_response,InvalidInput,oid4vci,OID4VCI immediate Credential Response core is invalid,OID4VCI immediate Credential Response core is invalid,oid4vci.invalid_immediate_credential_response: OID4VCI immediate Credential Response core is invalid,none
CredentialOfferError,DeferredCredentialResponseUnsupported,DEFERRED_CREDENTIAL_RESPONSE_UNSUPPORTED,public,oid4vci.deferred_credential_response_unsupported,Unsupported,oid4vci,OID4VCI deferred Credential Response is unsupported,OID4VCI deferred Credential Response is unsupported,oid4vci.deferred_credential_response_unsupported: OID4VCI deferred Credential Response is unsupported,none
CredentialOfferError,TooManyCredentialResponseMembers,TOO_MANY_CREDENTIAL_RESPONSE_MEMBERS,public,oid4vci.too_many_credential_response_members,InvalidInput,oid4vci,OID4VCI Credential Response has too many members,OID4VCI Credential Response has too many members,oid4vci.too_many_credential_response_members: OID4VCI Credential Response has too many members,none
CredentialOfferError,TooManyIssuedCredentials,TOO_MANY_ISSUED_CREDENTIALS,public,oid4vci.too_many_issued_credentials,InvalidInput,oid4vci,OID4VCI Credential Response has too many credentials,OID4VCI Credential Response has too many credentials,oid4vci.too_many_issued_credentials: OID4VCI Credential Response has too many credentials,none
CredentialOfferError,TooManyIssuedCredentialMembers,TOO_MANY_ISSUED_CREDENTIAL_MEMBERS,public,oid4vci.too_many_issued_credential_members,InvalidInput,oid4vci,OID4VCI issued credential has too many members,OID4VCI issued credential has too many members,oid4vci.too_many_issued_credential_members: OID4VCI issued credential has too many members,none
CredentialOfferError,InvalidIssuedCredential,INVALID_ISSUED_CREDENTIAL,public,oid4vci.invalid_issued_credential,InvalidInput,oid4vci,OID4VCI issued credential is invalid,OID4VCI issued credential is invalid,oid4vci.invalid_issued_credential: OID4VCI issued credential is invalid,none
CredentialOfferError,IssuedCredentialTooLarge,ISSUED_CREDENTIAL_TOO_LARGE,public,oid4vci.issued_credential_too_large,InvalidInput,oid4vci,OID4VCI issued credential is too large,OID4VCI issued credential is too large,oid4vci.issued_credential_too_large: OID4VCI issued credential is too large,none
CredentialOfferError,IssuedCredentialsTooLarge,ISSUED_CREDENTIALS_TOO_LARGE,public,oid4vci.issued_credentials_too_large,InvalidInput,oid4vci,OID4VCI issued credentials are too large,OID4VCI issued credentials are too large,oid4vci.issued_credentials_too_large: OID4VCI issued credentials are too large,none
CredentialOfferError,InvalidCredentialNotificationId,INVALID_CREDENTIAL_NOTIFICATION_ID,public,oid4vci.invalid_credential_notification_id,InvalidInput,oid4vci,OID4VCI Credential Response notification identifier is invalid,OID4VCI Credential Response notification identifier is invalid,oid4vci.invalid_credential_notification_id: OID4VCI Credential Response notification identifier is invalid,none
CredentialOfferError,CredentialNotificationIdTooLarge,CREDENTIAL_NOTIFICATION_ID_TOO_LARGE,public,oid4vci.credential_notification_id_too_large,InvalidInput,oid4vci,OID4VCI Credential Response notification identifier is too large,OID4VCI Credential Response notification identifier is too large,oid4vci.credential_notification_id_too_large: OID4VCI Credential Response notification identifier is too large,none
CredentialOfferError,InvalidImmediateCredentialHttpResponseLimits,INVALID_IMMEDIATE_CREDENTIAL_HTTP_RESPONSE_LIMITS,public,oid4vci.invalid_immediate_credential_http_response_limits,InvalidInput,oid4vci,OID4VCI immediate Credential HTTP response limits are invalid,OID4VCI immediate Credential HTTP response limits are invalid,oid4vci.invalid_immediate_credential_http_response_limits: OID4VCI immediate Credential HTTP response limits are invalid,none
CredentialOfferError,InvalidImmediateCredentialHttpStatus,INVALID_IMMEDIATE_CREDENTIAL_HTTP_STATUS,public,oid4vci.invalid_immediate_credential_http_status,InvalidInput,oid4vci,OID4VCI immediate Credential HTTP status is invalid,OID4VCI immediate Credential HTTP status is invalid,oid4vci.invalid_immediate_credential_http_status: OID4VCI immediate Credential HTTP status is invalid,none
CredentialOfferError,ImmediateCredentialContentTypeTooLarge,IMMEDIATE_CREDENTIAL_CONTENT_TYPE_TOO_LARGE,public,oid4vci.immediate_credential_content_type_too_large,InvalidInput,oid4vci,OID4VCI immediate Credential Content-Type is too large,OID4VCI immediate Credential Content-Type is too large,oid4vci.immediate_credential_content_type_too_large: OID4VCI immediate Credential Content-Type is too large,none
CredentialOfferError,InvalidImmediateCredentialContentType,INVALID_IMMEDIATE_CREDENTIAL_CONTENT_TYPE,public,oid4vci.invalid_immediate_credential_content_type,InvalidInput,oid4vci,OID4VCI immediate Credential Content-Type is invalid,OID4VCI immediate Credential Content-Type is invalid,oid4vci.invalid_immediate_credential_content_type: OID4VCI immediate Credential Content-Type is invalid,none
CredentialOfferError,CredentialResponseExceedsProofCount,CREDENTIAL_RESPONSE_EXCEEDS_PROOF_COUNT,public,oid4vci.credential_response_exceeds_proof_count,InvalidInput,oid4vci,OID4VCI Credential Response exceeds request proof count,OID4VCI Credential Response exceeds request proof count,oid4vci.credential_response_exceeds_proof_count: OID4VCI Credential Response exceeds request proof count,none
